ticket_id,customer_id,creation_date,resolution_date,status,priority,issue_type,channel
7110,5955,2023-12-03,,Pending Customer Response,High,Feature Request,Forum
7111,5957,2023-11-09,,In Progress,Urgent,Password Reset,Phone
7112,5957,2023-12-08,2023-12-10,Closed,High,Bug Report,Phone
7113,5958,2023-12-09,2023-12-10,Closed,Low,How-to Question,Chat
7114,5959,2023-11-06,,Pending Customer Response,High,Billing Inquiry,Chat
7115,5960,2023-11-10,,Pending Customer Response,Urgent,Technical Glitch,Chat
7116,5960,2023-12-23,,Pending Customer Response,Urgent,Technical Glitch,Forum
7117,5960,2024-12-23,,Open,High,How-to Question,Chat
7118,5962,2023-12-14,,Pending Customer Response,Urgent,Technical Glitch,Forum
7119,5966,2024-10-07,,In Progress,High,Technical Glitch,Chat
7120,5967,2024-03-02,,Pending Customer Response,Medium,Technical Glitch,Email
7121,5968,2024-08-23,,Open,Medium,Password Reset,Phone
7122,5968,2024-09-16,,Pending Customer Response,Low,Feature Request,Phone
7123,5970,2024-08-06,2024-08-08,Resolved,Medium,How-to Question,Chat
7124,5971,2023-12-01,,In Progress,Urgent,Bug Report,Chat
7125,5971,2024-01-18,,Open,High,Technical Glitch,Email
7126,5971,2024-01-04,,In Progress,Medium,Technical Glitch,Forum
7127,5971,2023-12-17,,Open,Urgent,Billing Inquiry,Forum
7128,5972,2023-11-20,,In Progress,Medium,Billing Inquiry,Phone
7129,5972,2023-12-01,2023-12-02,Resolved,Low,Bug Report,Chat
7130,5972,2023-11-23,,Pending Customer Response,High,Technical Glitch,Chat
7131,5973,2023-11-29,2023-11-29,Closed,Medium,Password Reset,Email
7132,5975,2024-06-18,,Open,Low,Billing Inquiry,Email
7133,5975,2024-09-30,,In Progress,Medium,Technical Glitch,Forum
7134,5976,2024-03-22,,In Progress,High,Feature Request,Forum
7135,5977,2023-12-07,,Open,Medium,Feature Request,Email
7136,5979,2023-11-30,,Open,Medium,Technical Glitch,Chat
7137,5979,2024-02-04,,Open,High,Billing Inquiry,Email
7138,5979,2023-12-11,2023-12-11,Resolved,Low,Bug Report,Phone
7139,5981,2024-02-02,2024-02-02,Closed,High,Feature Request,Email
7140,5983,2024-05-31,2024-06-07,Closed,High,Bug Report,Forum
7141,5983,2024-01-19,2024-01-25,Closed,High,Billing Inquiry,Email
7142,5983,2024-04-27,,Open,Urgent,How-to Question,Email
7143,5984,2023-12-02,2023-12-09,Closed,Urgent,Password Reset,Chat
7144,5984,2023-12-12,2023-12-12,Resolved,High,How-to Question,Phone
7145,5985,2023-12-15,,Open,High,Billing Inquiry,Email
7146,5986,2024-03-28,2024-04-02,Closed,Urgent,Bug Report,Email
7147,5987,2024-08-10,,Pending Customer Response,High,Bug Report,Email
7148,5988,2024-06-05,2024-06-09,Closed,High,Feature Request,Phone
7149,5989,2023-12-06,,Open,High,Technical Glitch,Email
7150,5991,2024-02-05,,In Progress,High,Feature Request,Chat
7151,5991,2024-01-19,2024-01-21,Resolved,Medium,How-to Question,Chat
7152,5992,2023-12-06,,In Progress,Medium,Feature Request,Chat
7153,5992,2023-12-31,2024-01-02,Closed,Medium,Technical Glitch,Chat
7154,5993,2025-01-16,,Pending Customer Response,Low,Technical Glitch,Chat
7155,5995,2024-01-14,2024-01-16,Closed,Low,Bug Report,Chat
7156,5996,2024-01-26,2024-01-26,Resolved,Urgent,Bug Report,Email
7157,5997,2023-11-30,,Pending Customer Response,Low,Password Reset,Chat
7158,5998,2024-01-08,,Pending Customer Response,High,Bug Report,Chat
7159,5998,2023-12-09,,In Progress,Medium,Feature Request,Email
7160,5998,2024-08-02,,Open,Low,Billing Inquiry,Phone
7161,5999,2023-11-23,,Open,Low,Feature Request,Email
7162,5999,2023-12-05,,Pending Customer Response,High,Feature Request,Forum
7163,6000,2023-12-29,,Open,Medium,Billing Inquiry,Email
7164,6001,2024-06-22,2024-06-26,Closed,Low,How-to Question,Chat
7165,6002,2023-11-17,,Pending Customer Response,Low,How-to Question,Email
7166,6003,2024-05-12,2024-05-12,Resolved,Low,Password Reset,Email
7167,6003,2023-12-26,2024-01-02,Resolved,Medium,Bug Report,Chat
7168,6005,2023-11-14,,Open,Low,Technical Glitch,Phone
7169,6005,2023-11-30,,Open,High,Feature Request,Email
7170,6006,2023-12-09,,In Progress,High,Feature Request,Phone
7171,6006,2023-12-01,,Open,Low,Feature Request,Chat
7172,6006,2023-12-07,,Pending Customer Response,Urgent,Technical Glitch,Email
7173,6006,2023-12-17,,In Progress,Medium,Technical Glitch,Email
7174,6007,2024-04-14,,In Progress,Urgent,Password Reset,Chat
7175,6009,2024-09-20,,Pending Customer Response,Medium,Feature Request,Forum
7176,6010,2024-01-23,,Open,Low,How-to Question,Chat
7177,6010,2024-05-15,2024-05-22,Resolved,Urgent,Feature Request,Chat
7178,6010,2024-04-20,,Pending Customer Response,Medium,Feature Request,Forum
7179,6012,2024-02-26,2024-03-04,Resolved,High,Bug Report,Email
7180,6012,2024-03-20,2024-03-25,Closed,Urgent,Technical Glitch,Chat
7181,6012,2024-10-14,,In Progress,Medium,How-to Question,Forum
7182,6013,2023-11-25,,In Progress,High,Technical Glitch,Phone
7183,6013,2024-04-15,,Open,Low,Bug Report,Phone
7184,6014,2024-11-19,2024-11-23,Resolved,High,Billing Inquiry,Email
7185,6016,2024-08-19,,Open,Low,Technical Glitch,Chat
7186,6016,2023-12-19,,Open,Medium,Bug Report,Chat
7187,6017,2023-11-29,,In Progress,Medium,Billing Inquiry,Phone
7188,6019,2024-03-27,,Pending Customer Response,Urgent,Password Reset,Phone
7189,6021,2024-02-26,2024-02-27,Resolved,Urgent,Technical Glitch,Forum
7190,6022,2024-01-18,,In Progress,Medium,Bug Report,Email
7191,6023,2024-03-04,,Pending Customer Response,High,How-to Question,Email
7192,6025,2024-03-16,,Open,High,Technical Glitch,Email
7193,6025,2023-12-23,,In Progress,Low,Password Reset,Email
7194,6025,2024-03-16,2024-03-23,Resolved,High,Password Reset,Chat
7195,6027,2024-05-07,,In Progress,High,Billing Inquiry,Chat
7196,6029,2024-01-16,,In Progress,High,Billing Inquiry,Phone
7197,6029,2024-06-04,2024-06-06,Closed,High,Password Reset,Chat
7198,6030,2023-12-04,,Pending Customer Response,Low,Billing Inquiry,Chat
7199,6031,2023-11-25,,Pending Customer Response,Low,Feature Request,Forum
7200,6035,2024-05-09,,Open,Urgent,Bug Report,Forum
7201,6035,2024-06-17,2024-06-20,Closed,High,Technical Glitch,Forum
7202,6036,2023-11-23,,Pending Customer Response,Medium,How-to Question,Chat
7203,6037,2024-02-17,2024-02-23,Closed,Urgent,Password Reset,Chat
7204,6037,2024-01-08,,Open,Urgent,Password Reset,Chat
7205,6037,2024-07-11,,Pending Customer Response,Low,How-to Question,Forum
7206,6038,2023-11-22,,Pending Customer Response,Urgent,How-to Question,Chat
7207,6038,2023-12-22,2023-12-23,Resolved,Low,Password Reset,Email
7208,6039,2023-12-28,2023-12-29,Resolved,Low,Technical Glitch,Phone
7209,6040,2024-08-31,2024-09-07,Resolved,Urgent,How-to Question,Forum
7210,6040,2024-03-12,,Pending Customer Response,Low,Bug Report,Chat
7211,6041,2024-04-06,2024-04-09,Resolved,Medium,How-to Question,Chat
7212,6041,2024-03-17,,In Progress,High,Billing Inquiry,Chat
7213,6042,2023-12-27,,Pending Customer Response,High,Feature Request,Email
7214,6043,2023-12-02,2023-12-05,Resolved,Low,Billing Inquiry,Forum
7215,6043,2023-11-22,,Pending Customer Response,Low,Password Reset,Forum
7216,6044,2024-03-08,,Pending Customer Response,Low,Feature Request,Email
7217,6047,2023-12-19,2023-12-22,Resolved,Urgent,Bug Report,Forum
7218,6047,2023-11-28,2023-12-05,Closed,Urgent,How-to Question,Chat
7219,6047,2024-01-25,,Pending Customer Response,High,Password Reset,Email
7220,6049,2024-07-29,,Open,High,Feature Request,Forum
7221,6050,2024-01-13,,In Progress,Medium,Feature Request,Phone
7222,6051,2024-04-22,,In Progress,Urgent,How-to Question,Phone
7223,6051,2024-09-02,2024-09-05,Resolved,Low,Bug Report,Phone
7224,6051,2024-02-02,2024-02-03,Closed,High,Technical Glitch,Email
7225,6052,2024-08-21,,In Progress,High,Bug Report,Chat
7226,6052,2023-12-06,,In Progress,High,Feature Request,Phone
7227,6054,2024-11-08,,Pending Customer Response,Medium,Technical Glitch,Forum
7228,6055,2023-12-15,,In Progress,Medium,Password Reset,Forum
7229,6055,2024-01-14,,In Progress,High,Bug Report,Chat
7230,6055,2024-02-07,,Pending Customer Response,Medium,Billing Inquiry,Chat
7231,6056,2024-04-19,2024-04-20,Resolved,Medium,Bug Report,Chat
7232,6056,2024-01-25,,In Progress,Low,Bug Report,Forum
7233,6057,2024-10-14,2024-10-21,Closed,Urgent,How-to Question,Chat
7234,6060,2024-01-31,,In Progress,Low,How-to Question,Forum
7235,6062,2023-12-10,,Open,Low,How-to Question,Phone
7236,6062,2024-03-12,2024-03-13,Resolved,Urgent,How-to Question,Email
7237,6062,2024-04-18,,Open,Low,Bug Report,Forum
7238,6063,2024-12-03,2024-12-09,Resolved,High,Billing Inquiry,Email
7239,6064,2023-12-16,2023-12-22,Closed,Low,Technical Glitch,Phone
7240,6064,2024-01-09,2024-01-11,Closed,Urgent,How-to Question,Chat
7241,6065,2024-01-01,2024-01-04,Resolved,Medium,Feature Request,Chat
7242,6066,2024-03-07,,In Progress,High,Billing Inquiry,Phone
7243,6066,2023-12-26,,Open,High,Password Reset,Forum
7244,6067,2024-04-16,,Pending Customer Response,Low,Bug Report,Chat
7245,6068,2023-12-05,2023-12-10,Closed,Urgent,Billing Inquiry,Forum
7246,6068,2023-12-10,,Open,Urgent,Password Reset,Phone
7247,6069,2024-07-13,,In Progress,Medium,How-to Question,Forum
7248,6069,2023-11-29,2023-12-06,Resolved,Medium,Password Reset,Forum
7249,6070,2024-04-05,2024-04-08,Closed,Low,Technical Glitch,Email
7250,6072,2024-02-04,,In Progress,Medium,Technical Glitch,Chat
7251,6073,2024-04-16,,In Progress,Medium,How-to Question,Phone
7252,6073,2024-01-08,,Pending Customer Response,Low,How-to Question,Forum
7253,6074,2024-04-14,,In Progress,Urgent,Bug Report,Phone
7254,6075,2024-04-30,2024-05-05,Resolved,Medium,Bug Report,Forum
7255,6076,2024-03-23,,In Progress,High,Feature Request,Forum
7256,6076,2024-04-19,,In Progress,Medium,Feature Request,Forum
7257,6077,2024-03-28,,Open,Medium,How-to Question,Email
7258,6078,2024-09-28,,Pending Customer Response,High,Technical Glitch,Email
7259,6079,2024-01-25,,In Progress,Low,Technical Glitch,Chat
7260,6080,2024-01-10,2024-01-13,Resolved,Medium,Billing Inquiry,Forum
7261,6081,2024-12-27,2024-12-28,Closed,High,Bug Report,Forum
7262,6082,2024-02-20,2024-02-21,Closed,High,Password Reset,Chat
7263,6083,2024-01-04,,Pending Customer Response,High,Technical Glitch,Email
7264,6084,2025-02-01,,Pending Customer Response,Low,Password Reset,Phone
7265,6084,2024-07-15,,Pending Customer Response,Urgent,How-to Question,Chat
7266,6086,2024-01-31,2024-02-07,Resolved,Urgent,Password Reset,Phone
7267,6087,2024-05-16,2024-05-19,Closed,Low,Feature Request,Email
7268,6087,2024-07-11,2024-07-14,Closed,Urgent,Technical Glitch,Chat
7269,6088,2023-11-27,,In Progress,Medium,Technical Glitch,Chat
7270,6090,2024-07-21,2024-07-24,Closed,Low,How-to Question,Forum
7271,6091,2024-04-26,,Open,Urgent,Feature Request,Email
7272,6091,2024-08-16,,In Progress,Medium,Billing Inquiry,Forum
7273,6091,2024-07-18,,In Progress,High,Bug Report,Email
7274,6092,2024-03-20,2024-03-26,Resolved,Low,How-to Question,Forum
7275,6093,2023-11-25,,Pending Customer Response,Medium,Billing Inquiry,Chat
7276,6095,2024-01-14,,Open,Medium,Technical Glitch,Phone
7277,6097,2024-01-31,2024-02-05,Closed,Urgent,Password Reset,Email
7278,6097,2023-12-12,,In Progress,High,Bug Report,Email
7279,6097,2024-06-03,2024-06-10,Resolved,Medium,How-to Question,Email
7280,6098,2023-12-06,,Open,Urgent,Billing Inquiry,Phone
7281,6098,2023-11-26,,Open,Urgent,Technical Glitch,Forum
7282,6099,2023-11-28,,Open,Urgent,Password Reset,Email
7283,6100,2024-07-11,2024-07-14,Resolved,Medium,Technical Glitch,Email
7284,6100,2024-03-28,,Pending Customer Response,High,Technical Glitch,Email
7285,6101,2024-08-16,,Open,High,Billing Inquiry,Forum
7286,6101,2024-01-19,2024-01-25,Resolved,Low,Billing Inquiry,Email
7287,6101,2024-07-13,,Pending Customer Response,Medium,Billing Inquiry,Phone
7288,6102,2023-12-19,,In Progress,Medium,Feature Request,Forum
7289,6102,2024-01-24,2024-01-24,Resolved,Medium,Password Reset,Email
7290,6104,2024-05-23,,Pending Customer Response,Low,How-to Question,Forum
7291,6104,2024-05-12,,Pending Customer Response,Medium,How-to Question,Phone
7292,6104,2024-08-28,,Pending Customer Response,High,How-to Question,Phone
7293,6106,2024-01-01,,In Progress,High,Feature Request,Forum
7294,6107,2024-07-03,,Open,High,Technical Glitch,Email
7295,6107,2024-04-21,2024-04-24,Resolved,Low,Bug Report,Forum
7296,6107,2024-06-08,,Open,Urgent,Feature Request,Chat
7297,6108,2024-02-19,2024-02-25,Resolved,Urgent,Technical Glitch,Phone
7298,6109,2023-12-15,,Pending Customer Response,Low,Billing Inquiry,Chat
7299,6109,2024-02-25,2024-03-02,Closed,High,Billing Inquiry,Chat
7300,6110,2024-07-08,,Open,High,Feature Request,Chat
7301,6111,2024-08-12,2024-08-16,Resolved,Medium,Bug Report,Email
7302,6112,2024-01-31,,Pending Customer Response,Low,Password Reset,Forum
7303,6113,2024-04-18,2024-04-23,Resolved,Medium,How-to Question,Forum
7304,6114,2023-12-07,2023-12-12,Resolved,Urgent,Feature Request,Chat
7305,6114,2023-12-10,2023-12-16,Resolved,Low,How-to Question,Forum
7306,6115,2024-01-26,,In Progress,Medium,Technical Glitch,Phone
7307,6118,2024-07-03,,Pending Customer Response,Medium,How-to Question,Chat
7308,6120,2024-05-26,,Open,Medium,Billing Inquiry,Forum
7309,6120,2024-03-24,,Open,Low,Password Reset,Chat
7310,6122,2024-05-01,2024-05-08,Resolved,Urgent,Bug Report,Email
7311,6123,2024-05-18,,Open,High,How-to Question,Phone
7312,6126,2024-07-15,,In Progress,Medium,Bug Report,Forum
7313,6126,2024-03-31,,Pending Customer Response,Urgent,Bug Report,Chat
7314,6127,2023-12-13,,Pending Customer Response,High,Feature Request,Phone
7315,6127,2023-12-10,,Pending Customer Response,Urgent,Password Reset,Forum
7316,6128,2024-01-13,2024-01-16,Resolved,Medium,How-to Question,Email
7317,6130,2024-01-16,2024-01-20,Closed,Urgent,Billing Inquiry,Forum
7318,6130,2024-02-09,,Open,Medium,Bug Report,Chat
7319,6131,2024-05-31,,In Progress,Low,Bug Report,Chat
7320,6131,2024-04-26,,In Progress,Medium,Feature Request,Chat
7321,6132,2024-07-19,,Open,Urgent,Feature Request,Chat
7322,6132,2024-09-07,2024-09-09,Resolved,High,Bug Report,Forum
7323,6132,2023-12-21,,Open,High,Billing Inquiry,Phone
7324,6133,2024-02-10,,Pending Customer Response,High,Feature Request,Email
7325,6133,2024-04-16,,Open,High,How-to Question,Email
7326,6134,2024-01-16,2024-01-19,Closed,Medium,Feature Request,Email
7327,6134,2024-01-30,2024-02-01,Resolved,High,How-to Question,Phone
7328,6134,2023-12-12,,In Progress,Medium,Feature Request,Forum
7329,6135,2024-02-08,,In Progress,Low,Password Reset,Email
7330,6137,2023-12-24,2023-12-24,Resolved,Urgent,Billing Inquiry,Phone
7331,6138,2024-04-07,2024-04-10,Resolved,High,Technical Glitch,Forum
7332,6139,2025-08-18,2025-08-23,Closed,Low,Password Reset,Email
7333,6139,2024-11-05,2024-11-07,Resolved,Urgent,Bug Report,Forum
7334,6140,2024-12-19,2024-12-20,Closed,Low,Bug Report,Forum
7335,6140,2024-08-24,,Pending Customer Response,Low,Feature Request,Forum
7336,6141,2023-12-10,2023-12-11,Resolved,Medium,Bug Report,Forum
7337,6141,2023-12-08,2023-12-15,Resolved,Low,How-to Question,Forum
7338,6142,2023-12-09,2023-12-13,Resolved,Urgent,Technical Glitch,Chat
7339,6143,2024-08-03,,Pending Customer Response,Urgent,Bug Report,Forum
7340,6143,2024-02-01,,Pending Customer Response,High,How-to Question,Forum
7341,6143,2024-07-02,,In Progress,Medium,How-to Question,Phone
7342,6144,2024-04-08,,Pending Customer Response,Medium,How-to Question,Email
7343,6144,2024-07-31,,In Progress,Medium,Technical Glitch,Forum
7344,6145,2024-05-04,2024-05-07,Resolved,High,Technical Glitch,Phone
7345,6145,2024-05-07,,Pending Customer Response,Medium,How-to Question,Email
7346,6145,2024-10-02,,In Progress,High,How-to Question,Chat
7347,6146,2024-02-05,2024-02-08,Resolved,Medium,Bug Report,Email
7348,6147,2024-01-06,,Pending Customer Response,Medium,Password Reset,Chat
7349,6148,2024-06-04,2024-06-04,Closed,Medium,How-to Question,Chat
7350,6148,2024-03-28,,Pending Customer Response,High,How-to Question,Phone
7351,6149,2023-12-02,,Open,High,How-to Question,Email
7352,6150,2024-01-15,,Open,Low,Billing Inquiry,Email
7353,6150,2024-01-05,2024-01-12,Closed,Low,Password Reset,Phone
7354,6151,2024-04-27,,In Progress,High,Feature Request,Chat
7355,6154,2025-01-04,,In Progress,Urgent,Password Reset,Email
7356,6154,2024-11-17,2024-11-22,Resolved,Low,Technical Glitch,Chat
7357,6155,2024-02-10,2024-02-13,Closed,Low,Feature Request,Chat
7358,6156,2024-05-16,2024-05-16,Resolved,High,How-to Question,Email
7359,6158,2023-12-04,,Pending Customer Response,Urgent,Password Reset,Phone
7360,6160,2024-06-26,2024-07-02,Closed,High,Password Reset,Phone
7361,6160,2024-12-09,2024-12-12,Resolved,High,Password Reset,Phone
7362,6161,2025-01-13,,Open,Low,Billing Inquiry,Phone
7363,6162,2023-12-31,2024-01-05,Resolved,Low,How-to Question,Email
7364,6163,2024-01-01,2024-01-03,Closed,Urgent,Billing Inquiry,Phone
7365,6163,2024-01-07,2024-01-11,Closed,High,Feature Request,Forum
7366,6163,2024-07-09,2024-07-14,Closed,Urgent,Bug Report,Chat
7367,6164,2024-02-11,2024-02-17,Closed,Medium,Technical Glitch,Phone
7368,6165,2023-12-16,,In Progress,Low,Feature Request,Chat
7369,6167,2024-05-19,,Pending Customer Response,Urgent,Feature Request,Chat
7370,6168,2024-08-07,,In Progress,Medium,Feature Request,Email
7371,6168,2024-10-07,,In Progress,Urgent,Billing Inquiry,Chat
7372,6169,2023-12-26,,Pending Customer Response,Urgent,How-to Question,Email
7373,6170,2024-03-20,2024-03-26,Closed,High,Password Reset,Phone
7374,6171,2023-12-15,,Pending Customer Response,Low,Billing Inquiry,Forum
7375,6171,2023-12-12,2023-12-12,Closed,Urgent,Technical Glitch,Phone
7376,6173,2024-01-24,2024-01-24,Closed,Low,Bug Report,Forum
7377,6174,2024-03-28,2024-03-28,Closed,Low,Billing Inquiry,Phone
7378,6174,2024-03-04,,Pending Customer Response,High,Password Reset,Phone
7379,6174,2024-02-11,,In Progress,Urgent,Bug Report,Chat
7380,6175,2023-12-21,,Pending Customer Response,Medium,How-to Question,Chat
7381,6175,2024-02-08,2024-02-14,Closed,High,How-to Question,Chat
7382,6176,2024-01-03,,Pending Customer Response,Low,Technical Glitch,Phone
7383,6176,2024-08-26,2024-08-31,Closed,High,Billing Inquiry,Forum
7384,6177,2025-04-05,,In Progress,High,Password Reset,Forum
7385,6180,2024-01-29,2024-02-04,Resolved,Urgent,Technical Glitch,Chat
7386,6184,2024-05-13,,Open,Medium,Technical Glitch,Phone
7387,6185,2024-03-25,2024-03-25,Closed,Urgent,Feature Request,Chat
7388,6186,2024-03-01,2024-03-04,Closed,Urgent,Feature Request,Phone
7389,6186,2024-01-10,,In Progress,High,Technical Glitch,Forum
7390,6187,2023-12-19,,Pending Customer Response,Urgent,Bug Report,Forum
7391,6188,2024-02-02,,In Progress,Low,Password Reset,Chat
7392,6190,2024-01-21,,Pending Customer Response,Urgent,Feature Request,Forum
7393,6192,2024-04-10,2024-04-17,Resolved,Low,How-to Question,Phone
7394,6193,2024-03-28,2024-03-30,Resolved,Urgent,Feature Request,Email
7395,6194,2024-06-10,,In Progress,Medium,How-to Question,Email
7396,6194,2024-08-11,2024-08-16,Closed,Low,Technical Glitch,Email
7397,6195,2024-07-17,2024-07-20,Closed,Urgent,Bug Report,Email
7398,6195,2024-11-07,,Pending Customer Response,Low,Bug Report,Email
7399,6195,2024-03-13,2024-03-17,Resolved,Medium,Feature Request,Email
7400,6196,2025-09-28,,In Progress,High,How-to Question,Chat
7401,6198,2024-06-23,2024-06-24,Closed,Low,Technical Glitch,Forum
7402,6201,2024-03-22,,In Progress,Medium,Technical Glitch,Phone
7403,6202,2023-12-15,,Pending Customer Response,Urgent,Bug Report,Email
7404,6204,2024-05-21,2024-05-28,Resolved,Urgent,Billing Inquiry,Chat
7405,6205,2023-12-27,2024-01-01,Closed,Low,Password Reset,Phone
7406,6205,2023-12-10,2023-12-13,Resolved,Urgent,Billing Inquiry,Email
7407,6206,2023-12-12,,In Progress,Medium,Billing Inquiry,Email
7408,6207,2024-04-18,2024-04-18,Closed,Medium,Bug Report,Chat
7409,6207,2024-06-01,,In Progress,Medium,Billing Inquiry,Email
7410,6208,2023-12-10,,Open,Urgent,Technical Glitch,Email
7411,6209,2024-08-17,,Open,High,Bug Report,Phone
7412,6210,2024-06-10,,Open,Low,How-to Question,Forum
7413,6210,2024-08-17,,In Progress,Low,Bug Report,Email
7414,6211,2024-02-17,,In Progress,Urgent,Password Reset,Email
7415,6211,2024-04-30,2024-05-02,Resolved,High,Bug Report,Phone
7416,6212,2024-05-13,,Pending Customer Response,Urgent,Password Reset,Forum
7417,6213,2023-12-24,,In Progress,Medium,Technical Glitch,Email
